;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211
At3g23080-4	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	B	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	B	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	A	B	A	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	B	A	A	B	A	A	B	A	B	A	A	A	B	A	B	B	A	B	A	B	B	B	A	A	A	A	A	A	B
At3g23300-4	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	B	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	B	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	B	A	B	B	A	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B
At3g24050-4	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	B	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	B	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B
MSAT3.19	B	-	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	-	A	A	B	-	B	A	A	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	B	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	-	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	B	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B
At3g24503-4	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	-	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B
At3g24550-6	B	A	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	A	A	A	A	A	A	A	B
At3g25140-11	B	B	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	B	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	-	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	A	A	A	A	B
At3g25070-10	B	B	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	B	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	A	A	A	A	B
At3g25410-10	B	B	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	A	A	A	A	B
At3g25530-5	B	B	A	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	A	A	A	A	B
At3g26450-1	B	B	A	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B	B	A	B	B	A	A	B	A	B	B	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	B	A	A	A	B
At3g27110-10	B	B	A	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	A	B	B	A	B	B	A	B	B	B	B	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	A	A	A	B	A	A	A	B
At3g27210-11	B	B	A	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	B	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	B	B	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	B	A	A	A	B
At3g27740-1	B	B	A	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	B	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	B	A	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	A	B	A	A	B	A	A	A	B	A	A	A	B
At3g27360-8	B	B	A	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	A	B	B	A	B	B	A	B	B	B	B	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	B	A	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	A	A	B	A	A	A	B	A	A	A	B
At3g27925-3	B	B	A	B	A	A	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	B	A	B	B	B	A	B	A	A	A	B	A	A	B	A	B	B	A	B	B	B	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	B	A	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	B	A	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	A	A	A	B
At3g28200-2	B	B	A	B	A	A	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	B	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	-	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	B	B	A	A	B	A	A	A	B	A	A	A	B
At3g28180-9	B	B	A	B	A	A	A	A	B	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	B	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	B	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	B	A	A	A	A	-	B	B	B	B	A	A	B	A	A	A	B	A	A	A	B
At3g28860-10	B	B	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	A	A	B	B	A	B	A	B	B	A	A	B	B	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	A	A	B	B	B	A	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	B	A	A	A	A	-	B	B	B	B	A	A	B	A	A	B	B	B	A	A	B
At3g28940-5	B	B	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	B	A	A	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g29030-1	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	B	A	B	B	A	A	B	A	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	A	-	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	B	A	A	A	A	-	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g29160-6	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	B	A	B	B	A	A	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	-	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
MSAT3.32	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	A	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	-	B	B	B	A	B	A	A	B	B	A	A	B	A	A	-	B	B	A	B	A	-	A	A	A	B	A	A	A	B	A	A	A	B	-	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	-	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	-	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g29760-7	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	A	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	A	A	A	A	A	-	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g42790-4	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	B	B	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	A	A	A	A	A	-	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g42050-2	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	-	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	B	A	B	B	A	-	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	B	B	B	B	A	A	A	A	A	A	A	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B
At3g43670-11	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	B	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	A	B	B	B	A	A	B	B	B	A	B	A	-	A	B	B	B	B	A	A	B	B	B	B	B	A	A	A	A	B	A	-	B	B	B	B	A	A	A	A	B	B	B	B	B	A	B
At3g43740-6	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	A	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	A	B	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	A	B	B	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	A	A	A	A	B	A	-	B	B	B	B	A	A	A	A	B	B	B	B	B	A	B
At3g44100-3	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	B	A	B	B	A	B	A	B	A	B	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	A	B	B	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	A	A	A	A	B	A	-	B	B	B	B	A	A	A	A	B	B	B	B	B	A	B
At3g44490-8	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	A	B	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	A	A	A	B	A	A	A	B	B	A	A	B	A	B	B	A	B	A	B	A	A	B	A	A	B	A	B	B	B	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	A	B	B	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	A	A	A	A	B	A	-	B	B	B	B	A	A	A	A	B	B	B	B	B	A	B
At3g44590-11	B	A	A	B	A	A	A	A	B	B	B	B	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	B	A	A	B	A	B	B	B	B	A	B	A	-	A	A	A	B	A	A	A	B	A	A	A	B	A	A	A	B	A	B	B	A	B	A	B	A	A	B	A	A	B	A	B	B	B	B	B	B	B	B	A	B	A	B	B	A	A	A	B	B	B	A	A	A	B	B	B	B	A	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	B	A	A	B	B	A	B	B	A	-	B	B	B	B	B	B	A	A	A	B	A	A	A	B	B	A	A	B	B	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	A	A	B	B	B	B	B	A	A	A	A	B	A	A	B	B	B	B	A	A	A	A	B	B	B	B	B	A	B
